"id_obs","coder_1","coder_2","consensus","sec_create_1","sec_create_2","sec_review_1","sec_review_2","created_at","text","type","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","date","tox_60","tox_70","tox_80","tox_90","insult_60","insult_70","insult_80","insult_90"
806776,1,1,1,3,11,0,0,"2022-07-15T20:39:37.000Z","@alexndrolex @baradit Merluzo... Hasta para los insultos son weones los de rechazo","replied_to","No Error",0.52272606,0.023364257,0.5739874,0.0077284453,"2022-07-15",0,0,0,0,0,0,0,0
837112,1,1,1,11,6,6,0,"2021-06-21T00:26:19.000Z","@baradit Puras estupideces machistas seguramente. Gracioso, ah?","replied_to","No Error",0.47323486,0.023458159,0.5239335,0.00756015,"2021-06-21",0,0,0,0,0,0,0,0
842924,1,0,0,13,11,2,0,"2022-09-07T03:44:42.000Z","@NatividadLlanq3 Tu soberbia e ignorancia no tienen límites. Hiciste un pésimo trabajo, lo escribiste desde las víceras e insultas y menoscabas a los electores. Perdiste LA oportunidad. Deberías ir pensando en devolver todo el dineral que te llevaste x un pésimo trabajo. Eres indecente e inmoral.","replied_to","No Error",0.5885171,0.059217658,0.6798578,0.009281937,"2022-09-07",0,0,0,0,1,0,0,0
844313,1,1,1,6,4,2,0,"2022-04-17T14:03:58.000Z","@JanisMeneses_D6 Pura caca","replied_to","No Error",0.42129645,0.022193791,0.44802538,0.006912862,"2022-04-17",0,0,0,0,0,0,0,0
856460,1,1,1,11,5,2,0,"2022-02-11T15:46:45.000Z","@manuconstituye Obviamente tenía ser un (((weon))) con pronombres en su Bio.","replied_to","No Error",0.49139655,0.023599008,0.54471385,0.00704232,"2022-02-11",0,0,0,0,0,0,0,0
888051,1,1,1,18,9,9,0,"2021-07-16T00:44:25.000Z","@ElisaLoncon @Jaime_Bassa @convencioncl Cada vez que detengan a cualquier otro weta que tienen ahí metido van a suspender todo? Cumplan su caga de mandato, y déjense de wear, les están pagando con plata de todos.","replied_to","No Error",0.47473195,0.02453801,0.50440645,0.011974656,"2021-07-16",0,0,0,0,0,0,0,0
902803,1,1,1,15,6,6,0,"2021-03-30T16:43:50.000Z","@gabrielboric @Hugo_Gutierrez_ No te vas a quebrar gorda con esa reprimenda 🤡","replied_to","No Error",0.45703048,0.05025077,0.5130944,0.063999176,"2021-03-30",0,0,0,0,0,0,0,0
926337,1,0,0,7,6,1,0,"2022-09-26T01:23:41.000Z","@paisajismoyrock @patriciapolitz @GiorgiaMeloni Dios te oiga !!! El mundo no se merece una #DictaduraComunista  El mundo merece paz #IzquierdaMiserable","replied_to","No Error",0.42568782,0.052940834,0.4794537,0.009825659,"2022-09-26",0,0,0,0,0,0,0,0
938085,1,0,0,7,4,1,0,"2022-08-16T20:58:54.000Z","@IgnacioAchurra Por eso Apruebo, son cobardes no tienen pantalones los huevos son pa los machos, saludos Ignacio Achurra.","replied_to","No Error",0.48141238,0.16960317,0.53014356,0.008738215,"2022-08-16",0,0,0,0,0,0,0,0
941503,1,0,0,5,5,1,0,"2021-10-20T16:53:52.000Z","@mcubillossigall Cállese minoría del 22%","replied_to","No Error",0.43475235,0.023364257,0.5129801,0.013269233,"2021-10-20",0,0,0,0,0,0,0,0
944802,1,1,1,12,14,1,2,"2022-02-17T21:41:46.000Z","@mcubillossigall Ubiquen a esta señora estamos en Chile vieja anacrónica.","replied_to","No Error",0.52811706,0.16960317,0.6308392,0.018192071,"2022-02-17",0,0,0,0,1,0,0,0
945860,1,0,0,12,12,1,0,"2022-07-23T06:06:52.000Z","@noemicali @danielstingo jajaja stongo qlo, tu sigue peleando con la gente, cada vez que abres el hocico, el rechazo sube como la espuma","replied_to","No Error",0.509388,0.104393706,0.563347,0.011638066,"2022-07-23",0,0,0,0,0,0,0,0
946247,1,1,1,6,5,1,0,"2022-08-17T01:51:54.000Z","@gdominguez_ @ApruebaxChile Quien le cree a este wequito , es un saco de weas","quoted","No Error",0.584095,0.02453801,0.6308392,0.006861079,"2022-08-17",0,0,0,0,1,0,0,0
954752,1,0,0,22,11,1,0,"2021-11-05T23:56:56.000Z","@RenatoGarinG @ProvosteYasna Mal tu formato. De todas formas esperable, pero luego no andes criticando a otros por corrupto, por qué, que más nefasto que el burro hablando de orejas.","replied_to","No Error",0.50789946,0.023076924,0.6109131,0.007689608,"2021-11-05",0,0,0,0,1,0,0,0
969546,0,0,1,15,7,0,1,"2021-01-21T14:24:11.000Z","@Soledad54185592 @mcubillossigall @jorgefrancovish Sinceramente espero que algún día un niño pueda decirle “mamá”, ese día se dará cuenta de la sarta de estupideces que ha dicho !!!!","replied_to","No Error",0.4398409,0.021935565,0.5130944,0.015947454,"2021-01-21",0,0,0,0,0,0,0,0
986878,1,0,0,9,15,0,0,"2022-07-24T12:06:38.000Z","@PsP_Channel @danielstingo Aquí el dictador es Daniel Hitler Stingo,va a exponer una basura de escrito es tan cómplice de los ataques y agresiones a los que piensan distinto cómo el gobierno actual, Stingo es un maldito dictador Ese hombre es un enfermo siquiatrico debe ser evaluado no puede seguir suelto","replied_to","No Error",0.568186,0.16960317,0.6675394,0.055270568,"2022-07-24",0,0,0,0,1,0,0,0
989999,1,1,1,8,16,5,0,"2022-09-03T04:43:23.000Z","@tere_marinovic La rota ..hablando de mal gusto ..carita de yegua ni con nada te sacas lo punga","replied_to","No Error",0.47119883,0.104393706,0.5130944,0.017156094,"2022-09-03",0,0,0,0,0,0,0,0
997220,1,1,1,3,7,0,0,"2022-06-29T03:41:34.000Z","@dtureo @Rodrigo94743761 @ocean_lov3 @mdaza_abogado Hueon este zombi a parte de sus brillantes argumentos que votará apruebo , es sicólogo la cago 👏👏👏👏","replied_to","No Error",0.55739564,0.067522444,0.6306599,0.00899713,"2022-06-29",0,0,0,0,1,0,0,0
1000339,1,1,1,18,5,9,0,"2022-05-26T12:15:53.000Z","@Jaime_Bassa @RoyoManuela Son todos basura. Ya no merecen respeto! Se aprovecharon del cargo solo para beneficiarse ustedes. Quedará en la historia como se farrearon el proceso. Ni Bachelet los salvará. El exilio es lo menos que merecen","replied_to","No Error",0.4977744,0.067522444,0.6120431,0.09316374,"2022-05-26",0,0,0,0,1,0,0,0
1002791,1,1,1,7,7,3,0,"2022-04-21T13:31:37.000Z","@danielstingo Lamentablemente estimado usted no es creíble lo miro y me recuerda el payaso del Mcdonald's sorry","replied_to","No Error",0.46186632,0.018578632,0.563347,0.006492125,"2022-04-21",0,0,0,0,0,0,0,0
1010756,1,0,0,25,11,1,0,"2022-04-21T20:55:46.000Z","@Hugo_Gutierrez_ @convencioncl Oye, y que la condtitucion garantice, que todo chileno, tiene derecho a una supervision digna, y no insultar o rebatir, si cometo una infraccion, ni menos tirar un cargo encima. Aweonao","replied_to","No Error",0.51869136,0.02430326,0.5739874,0.008505191,"2022-04-21",0,0,0,0,0,0,0,0
1012467,1,0,0,4,7,1,0,"2022-01-20T14:05:19.000Z","@CNNChile @tere_marinovic Totalmente de acuerdo hay que terminar con esa lacra terrorista que no viven ni dejan vivir tranquilis a los ciudadanos honestos","replied_to","No Error",0.41690505,0.02420936,0.5130944,0.085497424,"2022-01-20",0,0,0,0,0,0,0,0
1036342,1,0,0,9,14,1,0,"2021-02-20T15:47:28.000Z","@ElMercurio_cl @mcubillossigall Este es el mismo pajaron que aseguró haberle comprado preservativos a sus hijos ""los campeones"", pero se mostró contrario a poner dispensadores en colegios? No le den tribuna a gente con poca sinapsis 🙏","replied_to","No Error",0.44039994,0.024725812,0.5130944,0.009281937,"2021-02-20",0,0,0,0,0,0,0,0
1041959,1,0,0,21,12,1,0,"2022-08-22T11:58:10.000Z","@IgnacioAchurra Para weones de ultra izquierda como tú todo será extrema derecha, porque tu cristal está muy muy allá.  Y en extrema izquierda. Tampoco lo hacen bien...son nefastos el Foro de Sao Paulo es más organizado. Chile es un país libre y seguirá libre y así seguirá te guste o no.","replied_to","No Error",0.5721988,0.16960317,0.6370372,0.010214032,"2022-08-22",0,0,0,0,1,0,0,0
1042813,1,1,1,8,7,2,0,"2022-06-03T20:49:27.000Z","@tere_marinovic @ElfiltradorCl Ojalá La Red completa se vaya al hoyo, inconsecuente y sinvergüenzas.","replied_to","No Error",0.48021027,0.05742428,0.5678696,0.050744623,"2022-06-03",0,0,0,0,0,0,0,0
1055299,1,0,0,4,7,1,0,"2022-01-24T03:16:42.000Z","@Jaine91930469 @tere_marinovic Jaime, eres un tarado.Obviamente él es mandado y todos sabemos que él no tiene el apoyo del traidor para actuar con las armas que si tiene pero,que no puede usar porque, de liquidar a un terrorista,sería acusado por los vagos de los DDHH y, adiós carrera. Atados de manos, sabias?","replied_to","No Error",0.5716857,0.23223943,0.65865606,0.2566701,"2022-01-24",0,0,0,0,1,0,0,0
1057000,1,1,1,4,5,1,0,"2022-08-22T22:21:34.000Z","@Jaime_Bassa Vo si que estés weon","replied_to","No Error",0.52139956,0.023076924,0.5739874,0.006259101,"2022-08-22",0,0,0,0,0,0,0,0
1059930,1,1,1,15,12,10,0,"2021-07-22T17:55:38.000Z","@danielstingo Solo con tu presencia y con tu exigencia de almuerzo ya desprestigiaste la bolsa de gatos. De una convención que es como el culo, solo puede salir mierda","replied_to","No Error",0.5532103,0.16960317,0.4986907,0.008401625,"2021-07-22",0,0,0,0,0,0,0,0
1067398,1,0,0,5,8,1,0,"2022-07-27T12:25:07.000Z","@TON618_27 @ElisaLoncon Esta mujer es una ignorante y da vergüenza que gente como ella  escribiera la constitución.Rechazo.","replied_to","No Error",0.5921536,0.049354076,0.6991143,0.0100069,"2022-07-27",0,0,0,0,1,0,0,0
1077992,1,0,0,6,10,1,0,"2022-04-26T19:46:52.000Z","@Jaime_Bassa @elmostrador Con solo ver los nombres como de la Chong me dan ganas de vomitar, no se nota si lo izquierdista y extremista de estos señores abogados jajaja","replied_to","No Error",0.4269174,0.0475607,0.48627716,0.047835086,"2022-04-26",0,0,0,0,0,0,0,0
1081247,1,0,0,8,8,1,0,"2022-07-27T22:03:28.000Z","@Hugo_Gutierrez_ Mira inamible, ellos hablan huevadas, a los que les pasaste armas en el sur MATAN.","replied_to","No Error",0.43965456,0.16960317,0.46327567,0.34804323,"2022-07-27",0,0,0,0,0,0,0,0
1093622,1,0,0,7,11,1,0,"2021-08-24T15:09:33.000Z","@1965Brucewayne @Meruanista @tere_marinovic @fundacionfnm @melnicksergio @edmundog190 @mcubillossigall “Ti-Tulas” 😂🤣😂🤣 que estupidez más grande y acá en chile los payasos de la CC copiando estos ejemplos 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️","replied_to","No Error",0.50789946,0.04397394,0.5739874,0.008181547,"2021-08-24",0,0,0,0,0,0,0,0
1098981,1,0,0,10,5,1,0,"2022-01-28T15:09:42.000Z","@Jairoquintana02 @PDI_CHILE @Carabdechile @GobiernodeChile  a este terrorista chavista enviado por Maduro tienen que expulsarlo. Lo que no hace en su país este terrorista lo viene hacer  a Chile. @Francis25830521 @melnicksergio @tere_marinovic @joseantoniokast","replied_to","No Error",0.4274071,0.1597006,0.5130944,0.13815513,"2022-01-28",0,0,0,0,0,0,0,0
1117642,1,0,0,8,8,1,0,"2022-02-09T15:42:49.000Z","@CBurana_c @PollyanaConsti1 @Alexis_Lopez_T por que hablas de soberanía? ignorante, alegas algo que desconoces, infórmate primero, después opina, sé un aporte a la discusión, saludos.","replied_to","No Error",0.45921504,0.020386212,0.5678696,0.007689608,"2022-02-09",0,0,0,0,0,0,0,0
1140049,1,0,0,6,7,1,0,"2021-03-20T01:22:10.000Z","@mcubillossigall Izka tiene vocación de servicio, usted  da vergüenza.","quoted","No Error",0.44393396,0.013349563,0.5543018,0.0061749537,"2021-03-20",0,0,0,0,0,0,0,0
1146915,1,0,0,7,9,1,0,"2022-09-07T02:30:13.000Z","@tere_marinovic Pero Tere... Estos seudo representantes no leen ni menos responden. Les importamos menos que un pucho. Sólo se acuerdan de sus electores en tiempos de votación. Son sinvergüenzas y abusadores.","replied_to","No Error",0.52811706,0.031420294,0.6407567,0.010964886,"2022-09-07",0,0,0,0,1,0,0,0
1147657,1,0,0,12,8,0,0,"2022-02-10T01:17:22.000Z","@tere_marinovic Te las das de señora y resulta que la gente como uds son peores que la gente sin educación. Les cuestas pasar por gente DECENTE y son lo peor de la rotería vieja #&amp;$@€π¶%&gt;#+*.","replied_to","No Error",0.55739564,0.16960317,0.6336687,0.009825659,"2022-02-10",0,0,0,0,1,0,0,0
1149390,0,1,0,4,5,0,0,"2022-06-11T00:32:51.000Z","@CarlitaSaldias @rkatrileo No inventen estupideces","replied_to","No Error",0.4394682,0.008277893,0.48675314,0.0062267366,"2022-06-11",0,0,0,0,0,0,0,0
1151367,1,0,0,3,11,0,0,"2022-07-30T06:09:57.000Z","@IgnacioAchurra Anda a debatir y defender tu mamarracho en el programa @Sinfiltros_tv  a ver como te va ahí así te evitas caminar tanto haciendo tu puerta a puerta créeme que llegaras a más personas #RechazoTransversal","replied_to","No Error",0.47886392,0.16760159,0.5678696,0.016465442,"2022-07-30",0,0,0,0,0,0,0,0
1155819,1,1,1,6,25,4,0,"2021-10-10T11:35:53.000Z","@tere_marinovic @TiaPikachu @ElisaLoncon Eres una víbora.","replied_to","No Error",0.47886392,0.023076924,0.5739874,0.00746953,"2021-10-10",0,0,0,0,0,0,0,0
1162874,0,0,1,13,11,2,0,"2021-09-14T01:41:54.000Z","@RenatoGarinG Pero wn!? 😭 de vdd ya solo dan ganas de llorar con “políticos” con esta capacidad de razonamiento crítico… y para más cagarla, usa como referente de información “económica” a la fundación sol!!! Csm que caímos bajo por dios!","replied_to","No Error",0.44039994,0.023974609,0.4378843,0.010084574,"2021-09-14",0,0,0,0,0,0,0,0
1163442,1,1,1,4,3,1,0,"2022-05-08T17:32:22.000Z","@grandovich @mcubillossigall Esa vieja es diabólica","replied_to","No Error",0.5885171,0.034110364,0.6677319,0.008103873,"2022-05-08",0,0,0,0,1,0,0,0
1168441,1,1,1,5,4,1,0,"2022-03-21T00:08:11.000Z","@tere_marinovic @fernand74419438 ¿ tu sabes donde queda la ctm? Parece que vives ahí 🤣🤣🤣🤣🤣🤣","replied_to","No Error",0.42349213,0.020386212,0.37846634,0.0067834044,"2022-03-21",0,0,0,0,0,0,0,0
1170741,1,1,1,4,4,0,0,"2022-05-09T19:46:22.000Z","@mcubillossigall Ud deberia estar en un museo: como momia de chinchorros!!","quoted","No Error",0.47886392,0.034110364,0.5678696,0.012078222,"2022-05-09",0,0,0,0,0,0,0,0
1177834,1,1,1,10,7,0,0,"2022-04-04T14:23:16.000Z","@patriciapolitz Orgullo de ser un burro? Ese guaton picante con suerte sacó el 4 to medio, Señora de atragantarse con Boric o le paga para escribir estás boludeces?","quoted","No Error",0.5716857,0.08332442,0.6407567,0.008893564,"2022-04-04",0,0,0,0,1,0,0,0
1201447,1,0,0,6,7,2,0,"2022-08-27T03:03:57.000Z","@CarlosZ75132766 @IgnacioAchurra @_caroarredondo @ApruebaxChile Aguanten un ratito y verán!!  Lacras, todo lo que han hecho se sabrá! 🐒🐒🐒🐒🐀🐀🐀","replied_to","No Error",0.50789946,0.052044146,0.6099415,0.02371728,"2022-08-27",0,0,0,0,1,0,0,0
1205647,1,1,1,3,9,0,0,"2022-08-27T06:45:15.000Z","@paz_charpentier @Jaime_Bassa Es una verdadera loca de patio","replied_to","No Error",0.47886392,0.018836858,0.5935568,0.006427396,"2022-08-27",0,0,0,0,0,0,0,0
1207322,0,0,1,28,19,17,0,"2022-06-16T14:07:51.000Z","@tere_marinovic @MaidamillerM @PanchoOrregoG @YouTube Y al final, el Sr. Naranjo diciendo que ""esto no es el apocalipsis, la Ley se va a debatir en el congreso""....¿Cual congreso? si quieren ya lo quieren mermar eliminando al Senado, 🤦, no se podía esperar menos, puras cabezas de merluzas...","replied_to","No Error",0.42568782,0.023076924,0.4986907,0.011430934,"2022-06-16",0,0,0,0,0,0,0,0
1207415,1,1,1,18,6,15,0,"2021-12-20T20:21:45.000Z","@MariaCecilia540 @tere_marinovic @Jolerand Otra tonta que cree el cuento del vampiro del pueblo","replied_to","No Error",0.5559701,0.023076924,0.65129566,0.0072235605,"2021-12-20",0,0,0,0,1,0,0,0
1210643,1,0,0,17,9,1,0,"2022-06-16T16:36:37.000Z","@Kimeradrummer @diegosi53840410 @Sinfiltros_tv @tere_marinovic @DaunoTotoro @joseantoniokast @vive_tvcable @PanchoOrregoG Te he mandado link donde salen argumentos sólidos en salud para aprobar pero si tú le crees a un abogado altanero, soberbio que solo lo he visto en ese bodrio de programa es problema tuyo. Además para que quieres más argumentos si ustedes no entienden, eres un facho pobre que...","replied_to","No Error",0.56269526,0.12019568,0.6500014,0.008815889,"2022-06-16",0,0,0,0,1,0,0,0
1239307,1,1,1,4,5,1,0,"2021-08-04T23:08:17.000Z","@tere_marinovic así son estos zarrapastrosos zurdos","replied_to","No Error",0.5566829,0.16960317,0.6306599,0.013424582,"2021-08-04",0,0,0,0,1,0,0,0
1254111,1,0,0,11,8,1,0,"2022-02-12T15:34:31.000Z","@Fiorino1234 @tere_marinovic Siiiii vieras la weas que proponen y se las rechazan todas.... por aqui veo a algunos Fontaine, Cossi, Hube, Arrau pateticos los locos.","replied_to","No Error",0.45751464,0.014963473,0.54471385,0.006220264,"2022-02-12",0,0,0,0,0,0,0,0
1277753,1,1,1,15,9,10,0,"2022-04-11T13:10:17.000Z","@24HorasTVN @patriciapolitz Esa vieja tiene una risa de hipocresía me recuerda a bachelet","replied_to","No Error",0.44933176,0.017481172,0.54471385,0.0059678215,"2022-04-11",0,0,0,0,0,0,0,0
1288393,1,1,1,4,4,1,0,"2021-12-28T20:26:31.000Z","@DresTrumpi @tere_marinovic Ojalá no se reproduzcan","replied_to","No Error",0.44573322,0.19455661,0.4339631,0.34926313,"2021-12-28",0,0,0,0,0,0,0,0
1291802,1,0,0,5,14,1,0,"2021-07-31T23:49:52.000Z","@felipeharboe @RoxanaVivanco1 Por supuesto que se justifica cuanso no hay justicia! No más políticos ladrones asesinos y corruptos. El pueblo se cansó!","replied_to","No Error",0.47119883,0.07542343,0.5678696,0.03856628,"2021-07-31",0,0,0,0,0,0,0,0
1301685,1,1,1,4,7,0,0,"2022-08-29T14:55:03.000Z","@Jaime_Bassa Que se sacaron o metieron del ano ahora? #RechazoConFuerza","replied_to","No Error",0.47119883,0.08069076,0.42881694,0.0347677,"2022-08-29",0,0,0,0,0,0,0,0
1306059,1,0,0,5,8,1,0,"2022-04-12T12:32:46.000Z","@RobinZann @mcubillossigall @gabrielboric No da ni para llamarla colega a esta ""chambonada"" de mujer","replied_to","No Error",0.48021027,0.048457388,0.54471385,0.009126588,"2022-04-12",0,0,0,0,0,0,0,0
1309374,1,1,1,15,9,11,0,"2022-04-12T14:52:26.000Z","@DanielC58876017 @mdaza_abogado @convencioncl De echo si metieran en cana a todas esas lacras yo sería feliz y el país también pero junto a ellos todos los políticos narcos de izquierda junto al camello Jadue.","replied_to","No Error",0.52007306,0.2322463,0.6306599,0.2836219,"2022-04-12",0,0,0,0,1,0,0,0
1325430,1,0,0,12,10,1,0,"2021-08-10T13:37:06.000Z","@JackoProu @tere_marinovic Que horrible que cuestionen tanto a Teresa porque exige que todos hablen Español, es NUESTRO IDIOMA, CUÁL SERÁ LA PICA DE TANTO WEON SI LOS INCAS TIENEN DIALECTOS, NOSOTROS UNA LENGUA UNIVERSAL..  ELLA NO EMPESO EL CIRCO FUERON LOS MAL LLAMADOS MAPUCHES!!!! ES UNA CARTA MAGNA","replied_to","No Error",0.41690505,0.06101104,0.43158367,0.008531082,"2021-08-10",0,0,0,0,0,0,0,0
1341139,1,0,0,6,8,1,0,"2022-04-14T03:26:51.000Z","@MarcosBarrazaG Los senadores no representaban idiota? Explícale al país cuál será la diferencia sustancial. Para que no te vayas por las ramas","replied_to","No Error",0.4977744,0.023458159,0.5739874,0.00951496,"2022-04-14",0,0,0,0,0,0,0,0
1358372,0,0,1,12,6,2,0,"2021-05-08T20:08:33.000Z","@felipe_isr @Chilemitierra79 @tere_marinovic ya no vean la tv chilena por que es una porqueria !","replied_to","No Error",0.41910073,0.023317307,0.46476576,0.007301235,"2021-05-08",0,0,0,0,0,0,0,0
1383664,1,1,1,4,5,2,0,"2022-08-02T20:11:25.000Z","@mcubillossigall Eres una indecente","quoted","No Error",0.47886392,0.017868511,0.5739874,0.006686311,"2022-08-02",0,0,0,0,0,0,0,0
1405660,1,0,0,6,11,1,0,"2021-08-13T23:06:16.000Z","@tere_marinovic Prohibido el negacionismo, osea negacionismo de alguien que diga que el rey va desnudo… pobre guaton ese…","replied_to","No Error",0.45243698,0.021419114,0.5362655,0.00814271,"2021-08-13",0,0,0,0,0,0,0,0
1427620,1,1,1,16,17,10,0,"2021-10-30T16:49:51.000Z","Como a alguien cercano no se...se me ocurre quitarle el teléfono, el vino o las pastillas a la @tere_marinovic ? Señora, dentrese que está quedando como payasa","replied_to","No Error",0.45396814,0.02077355,0.54471385,0.008556974,"2021-10-30",0,0,0,0,0,0,0,0
1439833,1,0,0,7,10,1,0,"2021-09-30T21:13:26.000Z","@patriciapolitz @convencioncl Prohiban la tristeza, el sufrimiento, la depresion tambien...ufff.payasos","replied_to","No Error",0.51980776,0.023293832,0.61794597,0.010239923,"2021-09-30",0,0,0,0,1,0,0,0
1527064,1,0,0,7,9,1,0,"2022-06-25T01:06:24.000Z","@patriciapolitz @convencioncl @NoNeutrales Una Octubrista...redactora de un mamarracho copy &amp; paste de Cont Boliviana Y Ecuatoriana","replied_to","No Error",0.52139956,0.16960317,0.5935568,0.008194493,"2022-06-25",0,0,0,0,0,0,0,0
1625110,1,1,1,4,7,0,0,"2022-05-14T01:12:57.000Z","@Juanca151 @RamospardoP @IsabelU96160179 @TERE_LAprofe73 @MarioLp80110554 @Contraloriacl @joseantoniokast @melnicksergio @tere_marinovic @Clau_Ormeno El mundo estaría mucho mejor sin ésas lacras","replied_to","No Error",0.44393396,0.023129508,0.5543018,0.023371955,"2022-05-14",0,0,0,0,0,0,0,0
1637688,1,0,0,11,9,0,0,"2022-04-03T23:57:19.000Z","@RenatoGarinG Atria vi un debate y me dio verguenza ajena, partiendo primero por querer educación estatal y el tiene a sus hijos en los colegios mas caros y con esa boquita, son piojos resucitados jaja díganle a Atria que la clase no se compra ni con los mejores colegios, upsss","replied_to","No Error",0.42349213,0.02378681,0.48484445,0.00780612,"2022-04-03",0,0,0,0,0,0,0,0
1642433,1,0,0,13,6,2,0,"2022-02-20T18:41:56.000Z","@MarioAr1969 @FernandoWilsonL @mdaza_abogado @Cooperativa @convencioncl OBVIO, MARIO, NO A TODOS, Y MENOS A LOS QUE LLEVAN DECADAS, ABUSANDO, Y MALVERSANDOLO TODO COMO UDS ,ES TAN CLARO QUE NO QUIEREN PERDER SUS REDITOS, SINVERGUENZAS  !!!!!!","replied_to","No Error",0.5024724,0.02425631,0.6099415,0.009463178,"2022-02-20",0,0,0,0,1,0,0,0
1653894,1,1,1,5,5,3,0,"2021-06-22T05:23:03.000Z","@tere_marinovic Enferma, la derecha enferma","replied_to","No Error",0.50759226,0.024866661,0.57787937,0.008259222,"2021-06-22",0,0,0,0,0,0,0,0
1675700,1,1,1,4,11,0,0,"2022-08-29T13:42:20.000Z","@patriciapolitz @mhnchile Esta señora se volvió loca! Jajjajaj las ansias de poder de esta periodista es impresionante igual que el ladrón del hogar de cristo 👎🏼👎🏼","replied_to","No Error",0.47119883,0.023505108,0.5678696,0.008764107,"2022-08-29",0,0,0,0,0,0,0,0
1681245,1,1,1,14,7,11,0,"2022-05-16T20:40:17.000Z","@SoldadoCuidador @tere_marinovic La estupidez la dice Marinovic es cosa que sepas leer .","replied_to","No Error",0.44039994,0.015544481,0.5145894,0.0064079775,"2022-05-16",0,0,0,0,0,0,0,0
1684336,1,1,1,12,12,0,0,"2022-02-28T17:28:42.000Z","@patriciapolitz @convencioncl Exgencia de quienes le pagaron y le pagan el show.  Es un actor mediocre, era fácil comprarlo para el circo.","replied_to","No Error",0.43475235,0.014769804,0.5497792,0.0068287146,"2022-02-28",0,0,0,0,0,0,0,0
1733765,1,1,1,8,17,5,0,"2021-07-05T04:52:04.000Z","@riveraretamal @tere_marinovic La más cuerda sin mascarilla 🤣 más tonta que una puerta","replied_to","No Error",0.568186,0.023411209,0.65231085,0.0086087575,"2021-07-05",0,0,0,0,1,0,0,0
1774540,1,0,0,7,5,1,0,"2022-05-21T01:55:47.000Z","@tere_marinovic Lo único que se espera de un comunista es corrupción y mentiras. Siempre cumplen lo esperado","replied_to","No Error",0.44393396,0.024678862,0.5130944,0.00948907,"2022-05-21",0,0,0,0,0,0,0,0
1788289,1,0,0,5,7,1,0,"2021-07-07T12:50:26.000Z","@Juancri2008 @AlborezJose @tere_marinovic Vitacura? Las Condes? Jajajajajja borra el tweet mejor, das pena","replied_to","No Error",0.45703048,0.013349563,0.5678696,0.007029374,"2021-07-07",0,0,0,0,0,0,0,0
1887710,1,0,0,5,7,1,0,"2022-08-09T02:05:13.000Z","@tere_marinovic La Sra. Urrejola NO tiene idea. Además se le nota mucho lo mediocre.","replied_to","No Error",0.46982017,0.015157142,0.5739874,0.0063885585,"2022-08-09",0,0,0,0,0,0,0,0
1896249,1,0,0,7,9,1,0,"2022-05-01T06:30:20.000Z","@juanpabloswett @Libertario4ever @convencioncl ...no tienen el CRITERIO FORMADO!!!...el wn insidioso de burric sabe q no tiene el voto de quienes si vivieron el comunismo en Chile y pretende persuadir a mocosos revoltosos desorientados y obtener su sucio voto.","replied_to","No Error",0.47772613,0.04397394,0.5543018,0.010343489,"2022-05-01",0,0,0,0,0,0,0,0
1926091,1,1,1,11,13,4,0,"2021-07-13T23:38:56.000Z","@MichaelCastil29 @tere_marinovic Oye Michael ya dejate de dar jugo, tu solo sirves para ofrecerte por sexo gratis en  Facebook de paginas de iquique . Para el Show","replied_to","No Error",0.5885171,0.35368225,0.5739874,0.03856628,"2021-07-13",0,0,0,0,0,0,0,0
2119366,1,1,1,7,6,1,0,"2021-07-21T04:34:12.000Z","@DanteLizanaPea @tere_marinovic Salio un pelotudo a defender lo indefendible","replied_to","No Error",0.50503236,0.01896597,0.5739874,0.0064144502,"2021-07-21",0,0,0,0,0,0,0,0
2165663,1,0,0,5,9,1,0,"2022-07-06T02:14:41.000Z","@meganoticiascl @pablolirar La @convencioncl es un fraude indigenista. Hemos sido estafados por un puñado de ultraizquierdistas fanáticos y resentidos que se propusieron destruir Chile. La masa irracional aceptó un plebiscito y les entregó carta blanca. Ayer  finalmente entregaron un mamarracho amorfo","replied_to","No Error",0.5566829,0.23224287,0.6308392,0.014220826,"2022-07-06",0,0,0,0,1,0,0,0
2218996,1,1,1,7,10,3,0,"2022-04-26T20:46:56.000Z","@tere_marinovic @tere_marinovic qué se puede esperar de @gabrielboric . Su cerebro no le da para más, por eso su ignorancia e inoperancia la disfraza en burla y sus pares le siguen el juego. #BoricNoSeLaPuede #GobiernoDeInutiles #RechazoDeSalida2022 #Retiro100xCiento","replied_to","No Error",0.51980776,0.09385906,0.6308392,0.011638066,"2022-04-26",0,0,0,0,1,0,0,0
2292188,1,0,0,6,8,1,0,"2021-07-27T15:02:56.000Z","@PatoFdez Viejo una persona o un grupo q  llaman minoría no explica que nada han hecho de relevancia. Simplemente. No sea cara de palo","replied_to","No Error",0.46982017,0.021548226,0.5678696,0.007961469,"2021-07-27",0,0,0,0,0,0,0,0
2337848,1,0,0,4,6,1,0,"2021-07-28T22:39:03.000Z","@Kareenpc @tere_marinovic Cuándo se rio, mentirosa???","quoted","No Error",0.50503236,0.023317307,0.6099415,0.038220957,"2021-07-28",0,0,0,0,1,0,0,0
